existinghospitalname,existinghospitallatitude,existinghospitallongitude,existinghospitalfixedcost,existinghospitalcapacity,potentialhospitalname,potentialhospitallatitude,potentialhospitallongitude,potentialhospitalcost,potentialhospitalcapacity,crashnumber,crashdateandtime,crashlatitude,crashlongitude,demand,pricepermile
,,,,,,,,,,281,10/5/2019 1:46:00 AM,35.8653553491057,-78.5526177883148,,
,,,,,,,,,,282,10/4/2019 11:14:00 PM,35.8207384547359,-78.3897110131471,,
,,,,,,,,,,283,10/4/2019 11:14:00 PM,35.8207384547359,-78.3897110131471,,
,,,,,,,,,,284,10/4/2019 9:29:00 PM,35.7691391113083,-78.7265934944153,,
,,,,,,,,,,285,10/4/2019 7:48:00 PM,35.6452407229893,-78.5655663490295,,
,,,,,,,,,,286,10/4/2019 7:31:00 PM,35.7554039532403,-78.6001594249436,,
,,,,,,,,,,287,10/4/2019 7:09:00 PM,35.7277683851304,-78.5860286712646,,
,,,,,,,,,,288,10/4/2019 3:55:00 PM,35.8167652209256,-78.3996368482418,,
,,,,,,,,,,289,10/4/2019 3:42:00 PM,35.76896334495,-78.7269926141016,,
,,,,,,,,,,290,10/4/2019 1:41:00 PM,35.7144361154111,-78.8402568961562,,
,,,,,,,,,,291,10/4/2019 11:56:00 AM,35.8156446991585,-78.6028714478016,,
,,,,,,,,,,292,10/4/2019 9:16:00 AM,35.6446010748001,-78.5651687533118,,
,,,,,,,,,,293,10/4/2019 9:17:00 AM,35.7839372323952,-78.6997461363498,,
,,,,,,,,,,294,10/4/2019 8:12:00 AM,35.8201663824602,-78.7433143577515,,
,,,,,,,,,,295,10/4/2019 7:48:00 AM,35.7240273999754,-78.8214154834876,,
,,,,,,,,,,296,10/3/2019 9:37:00 PM,35.8064704325097,-78.8918240070343,,
,,,,,,,,,,297,10/3/2019 4:46:00 PM,35.8341339153593,-78.7689275811426,,
,,,,,,,,,,298,10/3/2019 4:21:00 PM,35.7754350206787,-78.5739421918697,,
,,,,,,,,,,299,10/3/2019 2:08:00 PM,35.803687700374,-78.6942591880223,,
,,,,,,,,,,300,10/3/2019 1:34:00 PM,35.793904663016,-78.5487122100778,,
,,,,,,,,,,301,10/3/2019 12:42:00 PM,35.8274545515643,-78.6261204523034,,
,,,,,,,,,,302,10/3/2019 9:20:00 AM,35.8161775982937,-78.6063254205533,,
,,,,,,,,,,303,10/3/2019 9:12:00 AM,35.8979518538441,-78.6097771104508,,
,,,,,,,,,,304,10/3/2019 8:34:00 AM,35.7529500333591,-78.6495558242798,,
,,,,,,,,,,305,10/3/2019 8:30:00 AM,35.8346650668565,-78.6388009357306,,
,,,,,,,,,,306,10/3/2019 8:05:00 AM,35.7766313578138,-78.7464936987457,,
,,,,,,,,,,307,10/3/2019 6:47:00 AM,35.8345606509205,-78.3209751886316,,
,,,,,,,,,,308,10/3/2019 6:06:00 AM,35.8209536416042,-78.3898904349178,,
,,,,,,,,,,309,10/2/2019 9:02:00 PM,35.7161545967163,-78.6558065288208,,
,,,,,,,,,,310,10/2/2019 5:14:00 PM,35.8196876628817,-78.6878668742547,,
,,,,,,,,,,311,10/2/2019 3:35:00 PM,35.7770757544444,-78.7094719002955,,
,,,,,,,,,,312,10/2/2019 3:10:00 PM,35.8321123658559,-78.2946114521403,,
,,,,,,,,,,313,10/2/2019 8:27:00 AM,35.6862036182151,-78.6040355576661,,
,,,,,,,,,,314,10/2/2019 7:51:00 AM,35.8072560986588,-78.6211879045823,,
,,,,,,,,,,315,10/2/2019 7:46:00 AM,35.7010633765109,-78.6889825632171,,
,,,,,,,,,,316,10/2/2019 6:41:00 AM,35.8294171508353,-78.3579006524536,,
,,,,,,,,,,317,10/2/2019 6:40:00 AM,35.7121912427649,-78.6576824460484,,
,,,,,,,,,,318,10/1/2019 6:12:00 PM,35.9095052931898,-78.7604960067198,,
,,,,,,,,,,319,10/1/2019 5:40:00 PM,35.7678948040716,-78.7309260803996,,
,,,,,,,,,,320,10/1/2019 12:58:00 PM,35.7857325722591,-78.5732131405052,,
,,,,,,,,,,321,10/1/2019 8:07:00 AM,35.7173091709588,-78.6549778495627,,
,,,,,,,,,,322,10/1/2019 7:54:00 AM,35.759775603699,-78.5508943657455,,
